 95, 200, 73, 166, 120, 234, 78, 195
 72, 164, 63 ,136, 78, 193, 72, 164
 61, 132, 73, 95 , 69, 159, 90 , 110
 96, 200, 145, 202, 125, 234, 168, 233
 149, 201, 181, 176, 173, 228, 196, 197
 181, 172, 196, 133, 191, 188, 187, 145
 195, 123, 160, 77, 178, 127, 146, 106
 141, 73, 177, 71, 144, 91, 146, 55
 182, 70, 203, 47, 144, 50, 121, 17
 199, 47, 164, 43, 117, 20, 93 , 51
 163, 43, 131, 76, 95, 58, 84, 77
 116, 77, 73, 93, 82, 78, 78, 122
